sarcasm,Text
1,The only thrilling part of it was that I was finished with it.
1,"I bought this mobo from Amazon, afte buying the same month the DG31PR Classic for my wife. I spected to be a little more advance, bad choice. After I install my new PC, the 2do. day of use, the LAN failed. So I had to buy another network card to be able to connect to internet and post this review to alert others! The second issue I hate is (and I'm really trying to understand Intel), Why does this mobo has to beep twice at startup? So one can see it's all ok? Who gives a damn. BEEP when something IT'S Wrong!! The DG31PR doesn't do it and works great! For last, don't waste your money, buy a DG31PR is less cost and better performance. AND IT DOESN'T BEEP!"
1,"If you're looking to purchase a scary toy that makes vacuum cleaner sucking sounds and plays the most annoying ""arcade like"" music, then this is for you."
1,"ordered one of these Fresh ""Whole"" Rabbits, but when it arrived its head, fur and insides were missing. Not exactly whole, I'd say! Maybe it was just damaged during shipping, but I won't be buying another one. I mean - without the long ears, how do I know it even WAS a rabbit? It was the same size and shape as a cat...not that I've seen a cat with its head, fur and insides missing. I mean, not like really close or anything."
1,"I am the CEO of a fortune 500 company. Every day I wear the Wolf Sunset shirt underneath my power suit. It's my little secret. It gives me the confidence I need during shareholder meetings and tough negotiations with our Japanese suppliers. Let me tell you, that Yamaguchi is real hardass, and there's no way I would have gotten that price on transistors if I hadn't been infused with both of natures two most powerful sources of energy: the sun and wolves."
1,"There should be a warning label, ""Danger, listening to William Hurt's reading of ""The Sun Also Rises"" is known to nauseate expectant listeners""."
1,"Mr. Brown is no doubt pleased, and loses little sleep over the possibility that in six years no one will be reading his blockbuster. He has his villa on the Riviera, if he wants it. Well, in this enlightened age, you know how readers love books that moon religion, and especially if the moon-ee is the once venerable but now scandalized Catholic Church."
1,"I happened upon my Zubaz at the mall in (19)95, and automatically I was overcome by a spiritual, animal connection. My soul ached and cried: I am just a man, trapped in my faded denim jeans. My animal spirit was calling me, and I knew at that moment that, for to truly be at one with nature, I must wear purple zebra print pants."
1,"was looking for a little bit of entertainment on a quiet Winter's Sunday, I wasn't looking for a sleeping aid. Though if you are having trouble getting a good nights sleep, then this movie may solve all of your problems."
1,"But all of her struggles were her own doing because she was afraid of perception. She wasn't ever worried that she wasn't doing enough for her daughter, but rather that people would think she wasn't such a superwoman afterall. Yes, Maggie. You probably are better off in the office. I disliked the way she just announced to her husband that they were moving back to London. Great communication there, hun. After moaning about how you never agreed with the choice in the first place, maybe you would have treated your husband with the respect you wish you had been treated with. Nope. Instead she does him just like he did her. There really was no maturity with this woman."
1,"Unless he or she is in a coma, your pet will absolutely despise the sound and vibration of it."
1,"Thought experiment: I know the secret. You know the secret. We both want to win the race. Who gets it? If said whoever wanted it more, you probably already read this stupid, stupid book for stupid, stupid people."
1,I could feel my face flush and warm sweat rise from my palms as I greedily tore into my morning surprise. And there it was: My Wolf Flag Tshirt. I was so overcome with emotion I didn't know what to do first - should I christen it? Salute it? What to do.. Of course I decided to immediately tear off my whiskey-stained wife beater and slap this bad boy on my back. I would describe the feeling as being somewhat akin to banging three strippers in a jacuzzi full of hundred dollar bills and liquid ecstasy. Which I fully plan on doing now that I have this shirt.
1,"I knew my day was going to improve when the truck pulled up at my home with this cable deep within. No ordinary truck, this one was Holy White, and the gold Delivery logo sparkled like a thousand suns reflected through shards of the purest ice formed with unadulterated water collected at the beginning of the universe.The cable knew where to go, and hooked itself into the correct ports without help from me - all the while, the choir sang praises to the almighty digital god. With trepidation, I pushed ""play,"" and was instantly enveloped in a sound that echoed the creation of all matter, a sound that vibrated every cell in my body to perfection. I was instantly taken to the next plane, where I saw the all-father. I knew with my entire soul, that all was good in the world. But then I realized the cable was blue, so I only gave it one star. I hate blue."
1,"""Go buy a $20.00 scratch off ticket instead then you might find yourself in a rainbow rather than this sewer of a CD."" ""Don't Buy it Now. Don't even buy the mint used copy I have up for sale."""
1,"I like good design, lots of features and industrial strength, so when I saw this ""full-featured"" elegant processor with extras well under $... new, I brought it home and tested it with my favorite Italian batter bread recipe from Bernard Clayton's authoritative bread book. This bread takes 35 minutes of kneading with my powerful Kenwood Major mixer, but the Kenwood mixer walks around the counter as it slams the doughball, so I looked forward to Clayton's 7-minute Cuisinart kneading time. The light batter lifted up the blade and allowed seepage all around the bowl before I reached 2/3 of the claimed 6-cups of flour capacity. It looked like ""the blob"" was back and about to eat Seattle. Customer service operator at Cuisinart left me on hold for 10 minutes while she ""went to get a blade,"" then disconnected me. Second half-hour call got me an operator who wouldn't hang up. She got the blade, confirmed that it does not ""snap in place"" as the first operator claimed,told me I had to use only Cuisinart bread recipes. This machine is only 570 watts -- info missing on the box -- and mine stopped with only 5 cups of flour and 2 cups of water -- well under the 6-cups of flour claimed capacity. Clayton offers adjusted recipes for food processors, but apparently he hadn't tested this ""gem."" If you want to do various breads, forget the Cuisinart 2011. If you want to cool your heels while your incompletely mixed bread is rising, try Cuisinart's 800 number. Your wish will be granted, but your bread, it will not be so good."
1,"Paul Blart is a mall cop and although he's clumsy at times, he's definitely not a loser. He's an inspiration for security ""officers"" everywhere. As the drama unfolds, we see that Blart doesn't get the respect he deserves from anyone in the movie. Several times I had to wipe the tears from my eyes as I watched the film. Kevin James is a highly underrated actor in the mold of William Shatner as well as being an hilarious comedian. His role in ""Mall Cop"" is similar to Jackie Gleason's in ""Smokey and the Bandit"". If you don't like this movie, you probably hate weight challenged people, and if you hate them, you most likely hate America."
1,"*Clears throat* Ok..., WHEN I FIRST PUT ON THIS SHIRT I WON TEH LOTTERY DEN GOT FREE PIZZA FAW LIFE, CHUCK NORRIS CAME TO MY HAOUS"
1,my Fifi Trixiebelle has a hell of a time keeping her girlish figure on those regular ole' high calorie dog beers.
1,"Charming story, had it not been written by Austen... Austen's supposed satire of the gothic novel is tangled up with what would have been the finest fluff of effeminate fiction -- had anyone else written it. Austen, however, cannot resist sinking her sharp little claws into naivete, romance, and (of course, this IS Jane Austen) men."
1,"I was searching for clothes that speak to me.. These pants not only spoke to me, they entered my soul and transformed me. When I get out of my bitchin 78 camaro wearing these bad boys, there's no question who the boss man is.."
1,"Setup and installation was a breeze. I put it up on my roof for optimal alien-detecting and promptly felt reassured that I could once again tell when aliens were finally coming to our fair planet. However, the very first night, the built in LED started flashing and a loud, persistent beeping awoke my entire neighborhood. I, of course, recognized that aliens were coming and grabbed my katana from under my pillow. No aliens were going to anally probe me. But after extensive searching around my entire town, disguised as a lamppost, I found no traces of aliens anywhere."
1,"Imagine putting a bra on your pet snake, yes that's what that looked like."
1,If you pay $250 for this blender you need your head examined.
1,"I say 'tried' because after two separate attempts I couldnt bear to watch more than half of the film. This is coming from someone who gave Eraserhead 5 stars, so take this as a very bad sign."
1,"One was having a particularly difficult time getting out of bed early this morning. One was having anguished thoughs about one's job at the massage parlor, particularly the difficulty in keeping one's kimono clean. One called in sick and went back to bed, when, ""ding dong"" the doorbell rang, and the magnum opus of Mr Robert Louis Stevenson's imagination arrived courtesy of Fed Ex! One imagines that ""Knight Rider"" and ""Baywatch"" existed for the sole purpose of training and preparing our own Mr Hassloft for the role of both his and Our's lifetimes."
1,"Why I ever bought this mop is still a mystery to me. First, I bought a Shark vacuum cleaner and it lasted less than a year...."
1,"""My jaw nearly hit the floor when the updater crashed. """
1,"So, you think you're reppin' 2 the maxx'? Yeah, right, poser. You can't hang with us."
1,"""I wish someone at Amazon would have kissed me first just to get me a little excited first!"""
1,"Don't get me wrong. I have to give Al credit for selling a book just by a clever title. His book on Rush Limbaugh, though now inaccurate due to Limbaugh's weight loss, grabbed attention just by its sheer rudeness."
1,TWILIGHT's chief problem is that it's a clumsy mystery. Even the characterization seems weak in this book
1,"I have been with T-Mobile for years and they havent had the best phones. I'm coming from a iphone on tmobile service, so when this phone came out I figured this would be better. NOT at all! During the first week the phone started freezing terribly, unlike the iphone it takes forever and a day to charge up, the marketplace sucks, the apps are very expensive, the keyboard is stupid and very sensitive which is a problem for me because I'm a fast typer. Sometimes the phone still shows im on a phone call for hours and when im not, and it's not connecting to the mircosoft exchange server for my email. Now the exchange server log in screen pops up every 5-10 mins. Even though the camera has 5 mega-pixels, the photos still are very grainy and not that clear. I soooooo regret purchasing this phone, and because I've passed my exchanged period (14 days from purchase), my only option now is to sell it."
1,"Secondly, THE STORY STUNK! It was a boring manual on dog training with a few moments of babbling dialogue about NOTHING. The heroine/hero were bland and rude respectively and together they were totally forgettable. The serial killer was stuck in here and there like an afterthought. The ending was just as unimpressive. I'd rather listen to nails scraped down a chalkboard than have to endure this book again."
1,Works like a dead horse Worthless Chinese made garbage.
1,"Whatever laughs there are are so belaboured that they're just not funny anymore. For instance, the big scene where Jack spews all of Emma's secrets & her colleagues respond in shock to every single darned one goes on for some 4 pages ('You're really a size 6?' 'You have a Barbie bedspread?' 'You hate crochet?' bla bla bla...) Boy, funny stuff. There's just no depth of any kind. Worst of all, the plot line is so contrived. I completely get why Emma would think she was 'madly' in love with Jack after just a couple dates but what's Jack's deal? Are we really supposed to believe that some multi-millionaire CEO would fall in love with this ditzy, dim junior employee who is easily what, 20 years his junior? Riiiight. And Jack's 'big secret'? Now THAT made me laugh because it was just soo silly! And the sappy ending? Yuck!"
1,If you are a rich woman sitting at home with nothing else to do but analyze your pregnancy bit by bit and rant about it all.....then you should read this! Because that's this book is all about!
1,"If you notice, a 10 pack is ONLY 10k. The 15 pack is 25k. Why wouldn't anyone just purchase two 10 packs and save the extra 5k for a down payment on a JL421 Badonkadonk Land Cruiser, a 3 wolf moon shirt, a pair of Zubaz, some truck nutz, and a frosty jug of Tuscan Whole Milk, 1 gallon, 128 oz."
1,"Like any profession the burglary profession has bit hit hard by the recession. People just don't buy luxury goods anymore and when they do they tend to protect these assets with more care, i.e. dogs, guns, security alarms. First and foremost, notice the matte finish-- for burglars beyond the amateur level matte finish is essential. I know there are some flashy cat burglars that take a lot of joy in a gloss coat but for us ninja-type burglars we want to get in and get out as quickly and painlessly as possible. All I did was swing the blade nice and quick, off goes the hand and I was out of the house with the goods. EASY. 10 stars for this self-defense/burglar blade. Really do yourself a favor and pick-up one before you go ""shopping"" for some of your neighbors goods."
1,"With a motley assortment of irreedemable losers and a poorly constructed and boring plot, the reading of this book is only slightly more pleasurable than being poked in the eye with a sharp stick."
1,"""Be great weights for a beginner child, like age 12, when first learniing to correctly use to avoid injury """
1,"I ordered this as I work in a rough neighborhood. My boss was stabbed recently outside the office; and another colleague was shot last year. As I have to walk a bit from the bus; I needed some added protection. I purchases this item; and it looks fantastic. I get some odd stares on the bus- but it is pretty intimidating. The other day; I was mugged and feeling brash in my armor, I told the guy off. Well- needless to say he went after me. The knife didn't get through the armor at all. The blade broke- and rather than being stabbed-- I was pushed over and kicked several times before the mugger ran off."
1,This book is so bad I really believe Steel should give all of us a refund or at the very least send us a coupon to purchase her next book free which is probable the only way you could get me to read it.
1,"It is almost blasphemic to use mortal words to describe this garment. A product that carries within it the power of not one, but three times the wolf intensity. I had been out-wolved. I returned to my nest to regather myself and await in teh darkness for a 5 wolf shirt that will bring about the end of man."
1,the amount of overtly homoeroticsm in these cartoons boils way over the top. you can definitely see that the guy is gay.
1,"Wooden-u, like a toilet seat, from China?"""
1,"I have been locking the wife and kids into the chamber from 7pm to 7am every evening, and boy am I relaxed. This really works."
1,"To keep it simple, To Kill a Mockingbird is more boring than watching people answer phones on PBS during pledge drives."
1,"""Like Watching Old People #!@%"" ""Brooks so totally lost the plot from the latter half of the 70s on that bodysnatching aliens and Faustian bargains spring naturally to mind as reasonable explanations: that's how fast, and far, he fell off the cliff."" ""Oh, yeah....about those jokes. They're about on the level of a Bob Hope Special from 1971, only with the racier, edgier material cut out."""
1,"Unless you want to sweep on your hands and knees, make sure you purchase the handle separately!"
1,"It happens to me all of the time: I'm minding my own business, when some intellectually challenged person mentions that health care is evil, big business will save the planet, or the middle class should pay more taxes so the wealthy can invest their dispensible income in the stock market and real estate. I just want to tell them, read a freakin' history book! -- but they only become more self righteous. You feel your pulse beating in your temples. Each breath is harder to take. You can't be rude to the intolerant. The rules are different for them and they can say whatever they want. Your only hope is..."
1,"This band is like sooooooo deep. Like Chester Bennington, I am a tortured artist; one too complex and intelligent to be understood by people who don't watch MTV or TRL. That's why I like MTV, because it caters to head-strong anti-mainstream rebels such as myself."
1,Is there somewhere I can apply to get the time I spent watching this movie refunded to me?
1,"That said, my look was achieved and a vibe was emitted. Beautiful babies dressed in poofy prom dresses were admiring my status as the alpha male all night long. One girl in particular caught my eye from a distance and the hunt was on. Her hair was frizzy, her earrings were huge, and her outfit was all shades of neon...just my type. As I went in for the kill, it was as if the power of the Wolf Gaze took over and not only impacted her inner urges, but dictated the song selection as well. The lights dimmed, the strobes kicked on, and the sweet, sweet sounds of Duran Duran's ""Hungry like the Wolf"" filled the room. Needless to say, the night ended successfully."
1,"When I read this book, the only thing I could think was, ""Hmm, where have I seen THIS before? OH YEAH, ""Battle Royale"" by Koushun Takami, ""The Long Walk"" by Steven King, ""Lord of the Flies"" by William Golding, the movie The Condemned, et cetera."" Congratulations, Suzanne! You've just proven that idiots without brains in their heads can be successful too!"
1,"The only way to enjoy this dvd is with the sound turned completely off. That's right, just watch the entire movies in silence. At least your eyes will enjoy what will otherwise torture your ears and mind. Let's see what your ears/mind would miss. (I wish mine had.) Marital breakup over oral sex. Hmmm, oh, father and son dating same female (there are old testament laws against such). Black males and black females can't get along, what's new. And the big mouth no-talent d.l. hughley, yuck. I knew something was wrong when all my bookclub member could say about this movie is ""uh, well morris chestnut is fine."" I mean that's all she could say. Save your money on this dvd and buy a poster of Morris Chestnut, it's less expensive on time and money and mentality."
1,"""I wish I knew before purchase that this RPG would be almost the EXACT same thing as every other one."" ""The game starts when you're trapped in some castle. YAWN, like that scenario has never been played out."" ""The game continues on to repeatedly slap the buyer in the face each time you kill a rat or some other enemy. I don't get how this has made so many Top 10 lists, this game flat out blows."""
1,"In all, you're still going to be doing tons of labor in regards to the Cat waste so you might want to consider the advantage of spending tobacco money on a small toilet that you stuff in the corner of your home that smells like a Formaldehyde fish bowl."
1,i'd like to congratulate tom Putnam for showing us that he has the leadership and skill to rise among the ranks of George Lucas and Steven Spielberg.
1,"I bought this air compressor to use for airbrushing. I need 20-40 psi and less than 1 cfm. This compressor will generate 100 psi. Here is the funny part... the instruction sheet says for break-in you should turn the regulator valve clockwise all the way and leave it open (no hose, etc) and run for 5 minutes before using. Fair enough. No regulator... no valve... the think runs 100 psi and just splills that out into what ever you hook up to it. You would have to add a regulator to it. The other joke... it was so incredibly loud it was louder than my 6 HP 60 gallon upright compressor in my garage!!! Ran it in my basement with the doors and windows shut and my wife was concerned the neigbors Easter dinner would be unejoyable in their homes in the neibhorhood around the house. The noise was incredible... I would say equivalent to a Jet air craft taking off in close proximity in terms of decibles."
1,""" I actually prayed for it to stay in tune and I don't do that often."" ""It actually smells funny, it smells funny!"" ""Take your money and burn it, you would actually have more fun doing that than playing this god forsaken thing."""
1,"Have you ever wanted to be the dictator of an obscure country whose name you can't pronounce, only to realize you don't have the appropriate armaments in your suburban garage to give you that tactical advantage? Let's face it: installing that leaf blower and shop vac in the wife's SUV just isn't going to get the job done and will probably only lead to ridicule."
1,"Message: ""Follow your dreams"". How deep, and original."
1,"All I wanted was a camera that could ""burn"" the date into the picture, like all the ones I've had for the past 10 years. I take a lot of rapid-fire pictures. Some genius at Kodak decided the decision should only be made on a picture-by-picture basis, and to keep the feature on is not a good idea. Hence, it got returned."
1,"THIS shirt that reaches deep into my soul, punches it in the face, and wakens it. That's when my soul (half wolf) leaps out of my body, ripping through the shirt, and into your lives, forever. Like Rocky... as in Rocky 5. It's beautiful, and it has you by the throat. I wore this shirt to the beach, went swimming in the riptide, was bitten in the face by a shark. How awesome is that?! "
1,I'm thinking about getting them as party favors :)
1,"If you are in to homeopathy and want to use such toxins as Poison ivy and belladonna on your beloved pet, then this book is for you. Mine is in the trash can."
1,"The real story is the sensual appetite of these two lovers. They achieve physical satisfaction in the vertical, horizontal, dorsal and ventral positions, whether clothed or unclothed, in private or in public. Hooray for Passion! What stamina!"
1,"I bought this outfit for my brother, but he doesn't wear anything in black when he works out in the gym. I was going to return it and my uncle said he's try it on. He looks stunning in it, considering his age. My aunt got jealous and now I have to buy her one too!"
1,we don't have to fill their Easter baskets anymore as we told them the Easter bunny was killed by Amazon.
1,"But these plastic ""speakers"" were actually worse - I couldn't yank them out of the audio jack fast enough. The bass sounds like two hamsters coughing in a milk carton. Somewhere at HP there's a product manager with a bright future ahead of him... as a busboy in the Adirondacks."
1,"Imagine Kitty Kelley as a political reporter, with her unnamed sources and her dubious methods. Now imagine she's a total nutbar, someone hanging onto reality with one last cuticle as she rants, frothing, at the one man she believes responsible for her downfall. If you believe Bill Clinton is Satan, you're going to say ""10! 10 plus!"" If you have any capacity for rational thought and skepticism, you'll discard this book like a used tissue. Let my sacrifice of brain cells not go in vain -- pass this one up."
1,This Stuff is the Spanish Fly for Koala Bears! Well this one ain't original. I can't believe that men would pay for something that they have in their cupboard. I mean all you need is a little corn starch thrown up in your britches to freshen up. Now mind you when I was used to herd billy goats on foot I would put so much starch on my whatnots that I would have a fresh batch of chocolate chip muffins in my drawers at the end of the day. So maybe this stuff is worth the price if you want a Koala Bear to lick your junk
1,"My My! How clever and original, my Dad dispenses bathroom wisdom with a lot of foul language, It's just the funniest thing, It's so original and new! If you enjoy hanging out in the restroom at interstate rest areas, bars or gas stations you will love this book!"
1,It becomes mission impossible to do a lot of the simplest things I could do in CS4. Plus it would be nice if it didn't crash every other hour. And I'm running off a high performance computer.
1,"And a love shield? Yeah, I like Lily Potter too, but I would try to come up with something original for my fourth novel, not something that's already been done by JK Rowling. And since when was Bella's love her strongest human trait? Her closed mind, yes, love shield, no."
1,"Okay, I've read the other reviews that call this publication shallow, lacking in depth, geared toward young teenagers, etc. I guess if you are looking for twenty page, in-depth technical articles that delve into every minute neutron of a particular subject, then yes, this publication might not be what you're looking for. But, if you're a regular, average, ordinary guy like me (who would not understand those deep, brainy articles anyway) and you are looking for an entertaining, informative view onto what's new and what's cool, I think you'll be pleased. Very pleased! Take, for example, a couple of recent issues (see the date of when this review was written). Last month was focused on the future of personal aviation and the people behind the effort to make personal flight more available and affordable, and about the aircrafts they are inventing. Fascinating! Now, can I run out and build myself a prototype after reading the articles? Ummm, no. Do I know a whole lot more about an incredibly fun subject then I did before? Yes! This month's issue focuses on similar theme: The future of personal space travel and the idea of a space-hotel. When you're done reading it will you be able to build a rocket and fly to the moon? Of course not. But it's informative and educational to the exact level I would want it to be... just enough to make me aware, enlightened, and entertained. So to all the non-nerds, non-rocket scientists, and non-brainiacs who want a scientific publication by the people, for the people, I think your yearly subscription money will be well spent."
1,"I loved my Laptop Steering Wheel Desk so much I got one for my 90yr old mother. She is an avid crossword puzzle fan and now she can work on them while she is driving back and forth from bingo at the senior center. One cautionary note be careful of those jerks that stop at yellow lights, my poor mother rear ended one and the airbag drove the desk back into her stomach which ruptured her spleen, well after a short down time I'm glad to say she is back on the road and cranking out those NY Times crosswords once again."
1,"""I wanted to like this game. I really did. I read the reviews beforehand and I looked at the screenshots. I ordered the game. I even read that this is from the same people who made the King's Field series--I love King's Field. I hate this game."" ""Well, about halfway into the game I accidentally cast God's Wrath in the middle of the Nexus (the main area). I had just purchased the spell. Well it hit a vendor. A very important one that happens to store all of my gear. Guess what? There's no way to undo that. Now he just attacks me any time I get near him. Sure, I could kill him, but I would not be able to store my gear or retrieve my stored gear."" ""Finally, you'll die. You'll die quite a bit. You'll die after spending a half an hour trying to get to a boss only to start over again."""
1,"When I took it from the box I didn't know anything about the shirt's magic powers or special abilities one reviewer described as being ""woven from the same material as Chuck Norris' beard"" made my heart leap. I will be replacing my body armor with TWM. I feel that not only will TWM provide me with better ballistic protection, but it will also be much cooler during the upcoming summer heat."
1,I think this is the stuff they put in doorways to squeeze fat people out. I love this lube!
1,'product description does not indicate that the product must be in the water to function' 'it appears this product would work fine if your vessel was sinking'
1,"I had a two-wolf shirt for a while and I didn't think life could get any better. I was wrong. Life got 50% better, no lie."
1,"I have been fasting, on water alone, for 17 days now, and I plan to withdraw to consumption again when my body tells me I should. On every page, the wealth of Colbert's ignorance astounded me. Huh? Equal how? In calories? In antioxidants? In fiber? In phytonutrients? In KILOBYTES? In toxins? If you want anything concerning religion, better fast and pray before reading this quack. He's just telling us what his grandma told him what Benny Hinn told her what Jesus told him what the Father told Him."
1,"I am a tortured soul...No one understands me...my dad and mom force me to clean my room, force me to do my homework...etc., etc...woe is me...I listen to korn to get me through the long, harsh days of high school/junior high, and to get me through the long nights of my parents making me do my homework...the only people that understand me are in the band korn... Seriously though, I don't understand why this album is praised so much. What did it do for anybody besides making 15 year old, zit faced kids depressed (for the most part), and the execs. who marketed this product so brilliantly? Some argue that this album pioneered a wave of new music. Even though this is somewhat (not entirely) true, what did it pioneer??? It pioneered Nu-Metal...hands down one of the worst genre's of music (with the exception of a few bands)."
1,"The secret to become rich is easy, Make a none working(windows) product which is none existent(virtual)and make all who use it to pay multiple times for the same product(dont provide bootdiscs,instead embedded chips)."
1,I'm Roger Barr and I approved of this message.
1,"The only good part of this book is that it put me to sleep easily, so I got much more sleep than usual."
1,"I do like Sandra in it, but was it an Oscar-worthy performance? No. there's a very confusing message about charity that mixes somewhere with white guilt and the ability"
1,"I understand that he is planning a sequel on the mismanagement of McDonalds restaurant (hey, he buys happy meals, what more does he need to know). I didn't purchase the book, so Regnery made no money off me. But, I will consider a book by them on the revelations of the Clinton's White House gardener, or pastry chef when those books become available. I'll bet you that Bill once callously pulled a petal off a rose in the White House garden, and you can only imagine what he did with the custard from the White House eclairs!!"
1,"Let me first say that I haven't taken this shirt off since i got it 8 days ago. When i wear this shirt I fell like the incredible hulk on ice skates. Women love it and business has picked up. In this down economy we need all the help we can get and this shirt delivers. I don't know what will happen once i wash it - but i can only imagine that with a little age and wear on the shirt, my power and grace will be enhanced even more."
1,"I don't know what kind of hair this trimmer is supposed to cut, but it don't cut mine. You can stick it in your nose until the battery dies (which actually is not such a long time), and you won't cut as much hair as you could with a pair of scissors in 10 seconds. There's just no comparison. This trimmer makes a lot of noise and painfully tugs on hairs, but it's all sound and fury. Nothing much happens. So, I'd say that unless you have tremors or something, you'd be much better off with a $3-pair of manicure scissors. Do the job in 10 seconds."
1,"When Big Bobby Ray told me there was a foxy lady's version of that legendary 3 Wolves shirt I just had to get one for myself. My hands trembled when I opened the package and I couldn't get over that lovely Trailer Lavendar color and the almost air-brushed quality of the wolves. I cranked up the Kid Rock, put on my best cut-offs (you know the kind, that ride up just enough in the front and back) gave the bleach blond hair a fresh squirt of Aquanet (roots be darned) and told that Bobby Ray we were loading up in the Trans Am and to let that coon tail fly."
1,"Since mafia hooligans stole all of our equipment to sell to Kyrgyzstani rebels, we have been looking for a low-cost alternative to the T-80 Main Battle Tank. After successful trials at a facility in Moscow, this so-called ""Badonkadonk"" was approved for use in the Chechen theatre. Initial reports were favorable, but then somebody noticed that the tank lacked a cannon, treads, and armor, and possessed the engine of an electric bicycle. It did, however, have an excellent audio system, but this failed to compensate for its disappointing 100% mortality rate. Recommended only for use against Lithuanians."
1,"I actually don't know who I pity more: me, for reading this book when Chinese water torture might have been preferable, the editor for having to fix it from whatever level of absolute hopelessness it was in to the level of suckiness that it became,"
1,Is the paper it's printed on two-ply? I can't think of any other purpose to which I would put them....
1,"he Kevin Spacey character could never exist; talking to another professor to get the kid out of an exam and give him an A. What!? And the casino scenes; oh the casino scenes... Those idiotic hand signals? C'mon, the cocktail waitresses would've picked up on those... Lawrence Fishbourne beating the tar out of people he caught counting!? I don't think so. Nix the idiotic characterization of the kid who was making hundreds of thousands counting yet who insisted on stealing everything from bottles of booze to pens from the maid cart, and the entire team who was scared to try it without Spacey's corrupt professor at the helm... Uh, HELLO?- these are supposed to be our best and brightest, Mr. Producers...)"
1,"My nether regions are now nearly the length of a damn football field. Yeah, thanks ALOT! I can barely shoehorn myself into a pair of pants and when I finally do, I walk around with a TENTPOLE bulging out the front. Talk about uncomfortable!"
1,"""The Zenith Men's Defy Xtreme Tourbillon Titanium Chronograph Watch or Z.M.D.X.T.B.T.C.M. as I like to call it, is by far the most awesome watch. Chuck Norris riding into the Super Bowl on the back of Godzilla and round house kicking the crowd is no where near as awesome as this priceless poon magnet. When I was just moments from sending my $100k to some needy neo-hippie help group, I stumbled onto this gem. It was like the heavens opened and Jesus himself appeared with this same watch on. I mean how can you not follow Jesus when he's rocking a watch of this caliber. So I asked ""What would Jesus do?"" Jesus pimp smacked me and said ""Forget those hippies, buy the watch!"" I was like ""HECK YEAH."" I busted out my Discover card and bought this rocking piece of art. I mean its art but its also practical too. Like when I take my summer trips to the Marianas Trench, I have no more worries that I am going to miss Tea Time back on the yacht, because water ruined my watch again. It can withstand the immense pressures of the deep due to the wicked awesome titanium. Deep seas, cant beat this. Bullets cant beat this. Heck, I can deflect cruise missiles and the apocalypse. With a watch like this you don't need to tell time, you tell people what time it is."" (I posted the whole thing, because everything in it is sarcastic.)"
1,If all Hollywood can come up with is this crap then lets go back to looking at carvings on caves!
1,"Sex For Dummies: I saw this book while perusing Amazon, and could not believe it. Not only is this company marketing their products to mentally-challenged people, but they are doing it right out in the open! Surely the mentally-handicapped, who oftentimes work menial jobs for little or no pay, need their money more than any other group? But no, this soulless corporation keeps churning out their books designed to take our slower brothers' and sisters' last dime. How exactly are the books ""For Dummies?"" I'm not sure; perhaps they have large, colorful pictures or have scratch-and-sniff components. No matter, the point still stands that this company is trying to take advantage of the mentally-impared and must be stopped."
1,""" Their solution? ""Please wait a moment after each button click, to give the game time to respond"". Erm, sure; I'll just politely ask 200 Orcs to stop attacking me while Aragorn takes a moment to respond, no problem. """
1,"My children are always complaining about eating that or saying that. It get's seriously annoying and Mighty putty claims to fix leaks, so I put it to the test and now I can drive hour long car rides with little to no problem."
1,"Did you analyze the water or just making generalizations (""it certainly removes harmful bacterial, cysts, and protozoa."") Yeah, thought so."
1,"Towards the end of the book, she discusses the pregnant waddle, and reasons that all fat people waddle a bit anyway. She sympathizes with her husband for not being attracted to her. After all, you wouldn't want to sleep with someone as fat as you, right? And she confides that her maternity wardrobe ran all the way up to a (gasp) size ten! The horror!"
1,"This is truly a spectacular movie in the tradition of Showgirls and Battlefield Earth. It is one of those movies in which you know the people both on and off screen actually THINK they are making a quality product, but the result is so horrifying as to make it magnificent."
1,"I'm fortunate enough to be haunted by a ghost that is actually made out of electricity. The EMF Detector has consequently proved effective at tracking down Moaning Electro Horror Child even when she's hiding in hard to spot places like the cupboard where we keep the Christmas decorations. Highly recommended. EDIT: I am upset to report that as a result of successfully capturing and banishing above ghost, it has returned in anger to horribly slay my family. I now wish I had never purchased the device. Not recommended."
1,"All my life, I've been looking for the one thing that would turn me to religion...and BEHOLD! I found it... Instead of boooooring pictures of the Last Supper and the probable locations of holy sites, I get AWESOME pictures of crashes and and cars going in circles! I could practically smell the burning rubber and see the girls in halter tops firing cheap t-shirts out of a cannon at me...all the while learning who begat Bathsheba! (SPOILER ALERT: It was Eliam) There is no better feeling than cracking open a six-pack on a Sunday morning and sitting down and reading my Stock Car bible. Because if there's one thing religion needs...it's definitely DRAFTING!"
1,"... God forbid I move it maybe 20 feet away from the base - forget it! I am out of range (and the monitor doesn't let me forget it - which is good - but I don't feel like I should be out of range at this distance). Unfortunately, I cannot recommend this monitor to anyone, unless you enjoy not sleeping - not due to a baby crying, but rather your monitor beeping! ..."
1,"My claim has been ""escalated"" twice and a WEEK later I still haven't heard anything."
1,"Ashlee can play instuments for the record, I've even seen a picture of her with a guitar which proves it. Also you bitch about her lip synching. Well LOL everybody does it LOL. You should get this, but ignore talentless poser ""singers"" such as Luciano Pavarotti and Placido Domingo."
